ie,municipality,precinct,total,voted,invalid,АА / A,ВМРО - ДПМНЕ и други,ГДУ,ГЛАС ЗА МАКЕДОНИЈА,ДЕМОКРАТИ,ДПА,ДУИ,ЕДИНСТВЕНА МАКЕДОНИЈА,ИНТЕГРА,КОАЛИЦИЈА МОЖЕМЕ,ЛЕВИЦА,МОРО,НП НА РОМИТЕ,СДУ,ТВОЈА
3,ЧЕШИНОВО - ОБЛЕШЕВО,0877,214.0,147.0,5,1,86,1,0,0,1,0,0,2,48,5,0,0,1,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0878,51.0,23.0,0,0,3,0,0,0,0,0,1,0,19,0,0,0,0,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0879,690.0,470.0,12,0,260,1,0,1,0,1,2,5,178,12,4,0,1,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0880,106.0,76.0,5,0,24,2,0,0,0,0,1,0,41,1,2,0,0,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0881,349.0,214.0,8,1,145,3,2,0,0,1,0,4,41,8,0,0,2,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0882,911.0,573.0,21,0,343,6,2,1,2,5,2,8,168,10,4,0,6,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0883,538.0,297.0,22,0,134,3,1,0,1,2,3,1,121,8,1,0,0,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0884,224.0,126.0,3,1,34,0,0,3,2,5,0,0,80,2,1,0,0,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0885,532.0,344.0,16,2,148,4,3,0,1,5,0,5,145,17,1,0,4,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0886,263.0,155.0,5,0,86,2,1,1,0,7,1,7,44,3,1,0,0,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,0887,804.0,523.0,30,1,243,0,1,1,0,7,1,2,230,17,2,0,0,0
3,ЧЕШИНОВО - ОБЛЕШЕВО,ЗРД-2232,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ШТИП,2247,1030.0,561.0,25,0,259,18,4,2,1,2,4,9,191,41,5,0,1,0
3,ШТИП,2247/1,1053.0,568.0,18,1,269,18,3,0,1,11,1,15,208,44,4,0,1,0
3,ШТИП,2248,718.0,420.0,16,0,189,10,2,0,0,6,0,1,163,32,2,0,0,0
3,ШТИП,2248/1,741.0,440.0,12,0,231,9,3,0,0,0,0,6,173,11,0,0,1,0
3,ШТИП,2249,507.0,281.0,13,0,141,4,0,0,0,3,0,3,108,13,0,0,0,0
3,ШТИП,2249/1,496.0,261.0,9,1,119,3,0,0,1,1,0,6,104,17,2,0,1,0
3,ШТИП,2250,591.0,317.0,3,0,148,16,1,0,0,4,1,4,122,18,1,0,0,0
3,ШТИП,2250/1,583.0,345.0,13,0,135,8,0,0,0,4,0,7,165,14,3,0,1,0
3,ШТИП,2251,741.0,414.0,12,0,181,7,2,0,0,2,0,6,182,23,0,0,0,0
3,ШТИП,2252,896.0,528.0,31,0,240,10,3,0,0,0,0,5,217,25,0,0,2,0
3,ШТИП,2253,684.0,420.0,20,0,178,9,0,3,0,1,1,3,174,28,3,0,0,0
3,ШТИП,2254,582.0,360.0,26,0,145,14,2,1,0,0,1,6,149,15,3,0,1,0
3,ШТИП,2255,486.0,271.0,12,0,109,7,0,2,0,6,0,2,112,16,6,0,0,0
3,ШТИП,2255/1,522.0,305.0,18,0,117,6,1,1,1,0,0,5,141,14,2,0,1,0
3,ШТИП,2256,752.0,417.0,16,0,183,8,0,0,2,3,3,6,175,19,1,0,3,0
3,ШТИП,2257,744.0,426.0,14,0,165,16,1,0,1,2,3,4,203,16,3,0,0,0
3,ШТИП,2258,703.0,404.0,19,4,183,9,1,0,1,1,1,6,157,25,2,0,0,0
3,ШТИП,2259,831.0,471.0,16,1,160,4,5,0,0,4,1,5,250,26,0,0,3,0
3,ШТИП,2260,724.0,421.0,7,3,161,10,4,0,0,3,0,9,186,33,1,0,4,0
3,ШТИП,2261,709.0,422.0,26,0,149,29,2,0,0,0,3,5,182,26,1,0,3,0
3,ШТИП,2262,785.0,463.0,22,1,177,12,4,1,0,1,2,9,204,25,6,0,0,0
3,ШТИП,2263,524.0,309.0,7,0,183,2,0,1,1,3,1,3,86,21,1,0,0,0
3,ШТИП,2264,601.0,336.0,11,0,166,18,1,2,0,0,0,5,117,18,0,0,0,0
3,ШТИП,2265,452.0,289.0,12,0,114,6,0,0,0,2,2,3,130,16,2,0,0,0
3,ШТИП,2266,637.0,375.0,21,1,155,11,3,2,0,5,2,2,157,16,2,0,1,0
3,ШТИП,2267,726.0,437.0,15,1,168,6,0,2,0,6,1,6,218,12,0,0,2,0
3,ШТИП,2268,522.0,320.0,8,0,105,5,0,0,0,1,1,3,171,23,1,0,2,0
3,ШТИП,2268/1,567.0,328.0,10,0,136,7,0,0,1,0,1,10,148,16,2,0,1,0
3,ШТИП,2269,654.0,373.0,9,0,182,18,4,1,0,0,0,5,138,16,2,0,0,0
3,ШТИП,2269/1,656.0,367.0,11,1,192,19,0,1,0,0,1,11,110,18,4,0,0,0
3,ШТИП,2270,680.0,375.0,16,0,192,18,1,0,0,2,0,6,119,17,2,0,1,0
3,ШТИП,2270/1,739.0,378.0,19,0,152,16,1,1,1,0,1,5,147,35,1,0,0,0
3,ШТИП,2271,537.0,284.0,13,0,130,7,4,0,0,3,0,6,105,21,0,0,2,0
3,ШТИП,2271/1,563.0,290.0,12,1,110,4,3,1,0,0,1,8,128,22,1,0,1,0
3,ШТИП,2272,709.0,383.0,15,0,168,5,2,0,0,4,2,2,158,21,3,0,3,0
3,ШТИП,2273,647.0,307.0,10,0,119,3,1,0,2,15,0,4,131,19,2,0,2,0
3,ШТИП,2274,760.0,486.0,16,1,183,6,5,1,0,1,0,10,228,32,4,0,1,0
3,ШТИП,2275,780.0,467.0,22,0,210,25,2,0,0,1,0,7,167,31,4,0,0,0
3,ШТИП,2276,929.0,627.0,28,0,238,6,9,1,0,3,0,8,312,24,0,0,1,0
3,ШТИП,2277,512.0,153.0,10,1,57,7,1,0,2,6,1,0,70,0,0,0,0,0
3,ШТИП,2278,889.0,273.0,13,12,61,8,1,1,0,24,0,1,161,4,1,0,0,0
3,ШТИП,2279,395.0,186.0,8,0,68,12,1,0,0,2,0,2,88,5,1,0,0,0
3,ШТИП,2280,518.0,227.0,17,1,88,3,1,0,1,9,0,0,105,6,3,0,0,0
3,ШТИП,2280/1,485.0,212.0,7,1,109,2,1,0,1,1,1,2,76,13,0,0,0,0
3,ШТИП,2281,857.0,546.0,11,1,284,10,1,3,0,8,2,4,191,29,1,0,3,0
3,ШТИП,2282,656.0,432.0,12,0,251,22,1,3,0,1,0,6,119,20,3,0,2,0
3,ШТИП,2283,470.0,297.0,11,0,110,8,2,1,0,0,1,13,123,27,0,0,0,0
3,ШТИП,2284,869.0,651.0,23,0,328,7,0,1,0,3,1,16,258,20,1,0,0,0
3,ШТИП,2285,59.0,28.0,0,0,16,1,0,0,0,0,0,1,10,1,0,0,0,0
3,ШТИП,2286,18.0,6.0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
3,ШТИП,2287,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ШТИП,2288,25.0,5.0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3,ШТИП,2289,6.0,3.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
3,ШТИП,2290,218.0,166.0,7,0,99,1,1,0,0,1,0,2,46,5,0,0,4,0
3,ШТИП,2291,10.0,4.0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
3,ШТИП,2292,939.0,530.0,25,2,194,7,7,0,0,5,1,10,253,26,2,0,1,0
3,ШТИП,2293,957.0,579.0,29,2,246,9,9,0,1,0,0,8,253,28,5,0,0,0
3,ШТИП,2294,496.0,290.0,13,2,213,10,2,0,0,3,1,11,239,19,3,0,0,0
3,ШТИП,2294/1,483.0,288.0,13,1,118,23,3,0,0,1,1,4,108,19,1,0,0,0
3,ШТИП,2295,677.0,380.0,11,0,157,10,2,0,2,0,1,4,162,32,1,0,0,0
3,ШТИП,2296,807.0,514.0,14,5,121,9,0,0,1,0,0,2,121,15,1,0,1,0
3,ШТИП,2297,914.0,545.0,22,0,202,15,3,1,0,1,1,10,277,15,4,0,1,0
3,ШТИП,2298,831.0,471.0,15,0,218,14,2,1,0,3,0,2,209,15,2,0,0,0
3,ШТИП,2299,687.0,432.0,15,1,132,12,6,0,0,2,0,5,225,33,1,0,3,0
3,ШТИП,2300,742.0,472.0,22,0,155,13,8,0,0,5,1,13,220,37,2,0,2,0
3,ШТИП,2301,53.0,25.0,4,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0
3,ШТИП,2302,12.0,9.0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0
3,ШТИП,2303,14.0,4.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
3,ШТИП,2304,6.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ШТИП,2305,26.0,7.0,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0
3,ШТИП,2306,162.0,60.0,2,0,12,2,0,1,0,7,0,0,35,1,0,0,0,0
3,ШТИП,2307,172.0,77.0,5,1,38,1,0,2,0,2,0,2,23,3,0,0,0,0
3,ШТИП,2308,112.0,59.0,1,2,14,0,1,2,0,1,0,0,32,1,5,0,0,0
3,ШТИП,2309,11.0,3.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
3,ШТИП,2310,15.0,10.0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0
3,ШТИП,2311,31.0,16.0,1,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0
3,ШТИП,2312,29.0,6.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ШТИП,2313,96.0,74.0,5,0,9,2,0,0,2,0,0,0,53,1,1,0,1,0
3,ШТИП,2314,67.0,32.0,0,0,5,0,0,0,1,0,0,0,25,1,0,0,0,0
3,ШТИП,2315,848.0,465.0,30,1,231,7,1,1,1,2,3,9,185,21,3,0,1,0
3,ШТИП,ЗРД-2283,73.0,0.0,0,0,13,0,0,1,0,1,0,0,37,0,1,0,0,0
3,,0557,,,1,0,5,0,0,0,0,8,0,0,15,0,0,0,0,0
3,,0558,,,0,3,48,0,0,0,0,10,0,0,101,0,0,0,0,0
3,,0559,,,0,0,14,0,0,0,0,11,0,0,47,2,0,0,1,0
3,,0560,,,2,9,1,0,0,0,1,33,0,0,21,1,0,0,0,0
3,,0561,,,5,0,25,0,0,0,0,9,0,0,59,0,1,0,0,0
3,,0562,,,7,2,24,0,0,0,0,18,0,0,82,0,1,0,0,0
3,,0562/1,,,0,2,21,0,0,0,0,10,0,0,54,0,0,0,0,0
3,,0563,,,1,0,42,0,0,1,2,9,0,0,102,1,0,0,1,1
3,,0564,,,1,0,11,0,0,0,0,21,1,0,25,0,0,0,0,0
3,,0565,,,1,0,11,2,0,0,1,26,0,0,41,0,0,0,0,0
3,,0566,,,4,0,6,0,0,0,0,6,0,0,41,1,0,0,0,0
3,,0567,,,3,1,24,0,0,0,0,5,0,0,28,0,0,0,0,0
3,,0568,,,1,0,24,0,0,0,0,7,0,0,18,0,0,0,0,0
3,,0569,,,10,0,91,0,0,1,0,10,0,0,157,0,0,0,0,0
3,,0570,,,3,2,8,0,0,0,0,4,0,0,76,0,0,0,0,0
3,,0571,,,1,6,7,0,0,0,0,7,0,0,30,0,0,0,0,0
3,,ЗРД-2208,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,БИТОЛА,0194,407.0,267.0,8,0,141,0,0,2,0,1,0,7,107,1,2,0,0,0
4,БИТОЛА,0195,362.0,230.0,7,0,101,0,0,2,0,3,0,6,111,1,1,0,0,0
4,БИТОЛА,0196,78.0,55.0,2,0,19,0,0,0,0,0,0,3,27,4,0,0,0,0
4,БИТОЛА,0197,307.0,181.0,6,0,87,0,0,1,0,0,0,2,83,4,0,0,0,0
4,БИТОЛА,0198,111.0,65.0,1,1,20,0,0,1,0,0,0,2,36,4,0,0,0,0
4,БИТОЛА,0199,103.0,64.0,7,0,27,0,1,0,0,0,0,5,19,4,1,0,0,0
4,БИТОЛА,0200,34.0,13.0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0
4,БИТОЛА,0201,247.0,152.0,2,0,77,0,0,4,0,0,1,1,63,3,1,0,0,0
4,БИТОЛА,0202,113.0,71.0,0,0,34,0,0,0,0,0,0,1,31,4,0,0,1,0
4,БИТОЛА,0203,53.0,13.0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0
4,БИТОЛА,0204,185.0,104.0,2,0,44,0,0,3,0,1,0,1,51,2,4,0,0,0
4,БОГДАНЦИ,0368,646.0,406.0,12,0,190,2,3,1,0,1,3,10,155,27,1,0,1,0
4,БОГДАНЦИ,0369,707.0,443.0,13,0,264,1,1,2,0,2,3,6,127,26,2,0,1,0
4,БОГДАНЦИ,0370,225.0,151.0,6,1,50,0,0,0,0,0,0,0,97,3,0,0,0,0
4,БОГДАНЦИ,0371,635.0,336.0,21,1,126,1,2,2,0,0,4,4,155,21,2,0,3,0
4,БОГДАНЦИ,0371/1,525.0,264.0,12,0,91,0,0,0,0,0,3,5,135,16,3,0,1,0
4,БОГДАНЦИ,0372,755.0,463.0,25,0,189,4,2,0,0,0,6,3,223,11,2,0,0,0
4,БОГДАНЦИ,0373,750.0,433.0,18,1,144,0,1,0,0,0,2,6,250,15,2,0,1,0
4,БОГДАНЦИ,0374,470.0,288.0,16,0,126,1,1,0,0,0,1,8,115,20,2,0,0,0
4,БОГДАНЦИ,0375,590.0,341.0,9,1,123,0,1,0,0,0,0,2,186,20,2,0,2,0
4,БОГДАНЦИ,0376,538.0,280.0,11,0,114,0,0,0,0,0,1,7,140,6,3,0,0,0
4,БОГДАНЦИ,0376/1,533.0,311.0,9,0,134,1,3,1,0,0,1,3,138,22,2,0,0,0
4,БОГДАНЦИ,0377,333.0,237.0,13,0,87,1,2,1,0,0,1,4,113,10,1,0,4,0
4,БОГДАНЦИ,ЗРД-1082,11.0,0.0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0
4,БОСИЛОВО,1811,714.0,440.0,11,1,169,0,0,0,0,1,1,5,225,17,2,0,5,0
4,БОСИЛОВО,1812,685.0,392.0,20,2,158,0,1,1,0,0,0,3,190,14,2,0,0,0
4,БОСИЛОВО,1813,409.0,239.0,7,2,122,0,0,0,0,0,0,12,93,4,0,0,0,0
4,БОСИЛОВО,1814,542.0,321.0,7,0,150,0,0,2,0,0,0,4,159,4,2,0,0,0
4,БОСИЛОВО,1815,823.0,471.0,13,1,235,3,0,1,0,0,1,2,203,9,2,0,1,0
4,БОСИЛОВО,1816,238.0,193.0,8,0,98,0,0,1,0,0,1,1,80,3,1,0,0,0
4,БОСИЛОВО,1817,551.0,293.0,7,0,168,0,0,1,0,0,0,6,97,14,1,0,1,0
4,БОСИЛОВО,1818,578.0,300.0,10,0,127,0,0,0,0,0,0,2,140,18,3,0,1,0
4,БОСИЛОВО,1819,295.0,175.0,0,0,91,0,0,0,0,0,1,0,72,3,0,0,0,0
4,БОСИЛОВО,1820,827.0,512.0,13,2,200,0,0,0,0,1,0,3,277,16,1,0,0,0
4,БОСИЛОВО,1821,763.0,447.0,15,1,208,0,0,0,0,0,1,3,210,8,2,0,0,0
4,БОСИЛОВО,1822,700.0,407.0,5,0,271,1,2,1,0,0,1,3,117,4,4,0,0,0
4,БОСИЛОВО,1823,768.0,438.0,9,0,174,0,0,1,0,1,3,6,225,17,2,0,0,0
4,БОСИЛОВО,1824,500.0,238.0,4,0,122,0,0,0,0,1,1,0,106,3,1,0,0,0
4,БОСИЛОВО,1824/1,563.0,249.0,0,0,141,0,0,0,0,0,0,1,101,5,2,0,1,0
4,БОСИЛОВО,1825,987.0,448.0,6,0,215,1,0,0,0,0,0,5,201,18,2,0,0,0
4,БОСИЛОВО,1826,721.0,361.0,6,0,178,0,0,0,0,0,0,4,157,14,4,0,0,0
4,БОСИЛОВО,1842,799.0,376.0,9,1,200,0,0,2,0,0,0,8,161,7,2,0,0,0
4,БОСИЛОВО,1843,785.0,343.0,6,0,168,0,0,0,0,0,2,17,145,7,1,0,0,0
4,БОСИЛОВО,ЗРД-1139,7.0,0.0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0
4,ВАЛАНДОВО,0280,941.0,592.0,21,4,249,3,1,4,0,0,5,6,280,22,0,0,1,0
4,ВАЛАНДОВО,0281,452.0,286.0,10,0,122,2,0,1,0,0,10,4,119,15,1,0,2,0
4,ВАЛАНДОВО,0282,819.0,515.0,67,0,201,1,0,0,0,0,3,7,205,31,3,0,3,0
4,ВАЛАНДОВО,0283,571.0,409.0,18,0,145,1,1,0,0,1,5,9,209,16,4,0,1,0
4,ВАЛАНДОВО,0284,479.0,313.0,12,0,145,0,1,0,0,0,3,3,135,12,1,0,1,0
4,ВАЛАНДОВО,0284/1,520.0,347.0,21,0,152,1,0,0,0,1,8,5,151,14,0,0,6,0
4,ВАЛАНДОВО,0285,717.0,475.0,21,2,233,2,1,2,0,0,8,4,179,21,5,0,0,0
4,ВАЛАНДОВО,0286,720.0,481.0,25,0,201,0,1,2,0,0,7,5,207,31,2,0,0,0
4,ВАЛАНДОВО,0287,445.0,312.0,11,1,143,0,0,0,0,0,0,3,138,16,2,0,0,0
4,ВАЛАНДОВО,0288,627.0,404.0,20,0,185,0,1,1,0,0,5,4,168,21,2,0,1,0
4,ВАЛАНДОВО,0289,132.0,82.0,1,0,41,0,0,0,0,0,0,4,31,4,1,0,0,0
4,ВАЛАНДОВО,0290,279.0,184.0,5,0,16,0,2,0,0,0,0,0,159,4,0,0,0,0
4,ВАЛАНДОВО,0291,674.0,537.0,23,1,213,1,1,1,0,1,2,2,262,25,5,0,1,0
4,ВАЛАНДОВО,0292,338.0,210.0,10,0,86,0,0,0,0,0,3,4,103,4,1,0,0,0
4,ВАЛАНДОВО,0293,279.0,167.0,6,1,75,0,0,5,0,0,1,4,70,3,2,0,0,0
4,ВАЛАНДОВО,0294,371.0,226.0,8,0,138,0,1,1,0,1,3,3,78,3,0,0,0,0
4,ВАЛАНДОВО,0295,165.0,99.0,15,0,49,0,0,0,0,0,1,2,29,4,0,0,0,0
4,ВАЛАНДОВО,0296,247.0,148.0,4,2,78,0,0,0,0,0,0,3,55,6,0,0,0,0
4,ВАЛАНДОВО,0297,350.0,222.0,4,1,54,0,1,4,0,14,0,3,137,3,2,0,0,0
4,ВАЛАНДОВО,0298,44.0,14.0,0,0,6,0,0,1,0,0,0,0,6,0,1,0,0,0
4,ВАЛАНДОВО,0299,194.0,84.0,0,0,32,0,0,0,0,0,0,0,52,0,0,0,0,0
4,ВАЛАНДОВО,0300,161.0,129.0,7,0,83,0,0,1,0,0,0,0,39,1,0,0,0,0
4,ВАЛАНДОВО,0301,255.0,119.0,9,1,46,0,0,0,0,0,0,0,60,3,0,0,0,0
4,ВАЛАНДОВО,0302,132.0,76.0,8,0,26,0,0,0,0,0,0,1,41,0,0,0,0,0
4,ВАЛАНДОВО,ЗРД-1155,7.0,0.0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
4,ВАСИЛЕВО,1794,175.0,108.0,4,0,64,0,0,0,0,0,0,0,43,1,0,0,0,0
4,ВАСИЛЕВО,1795,303.0,115.0,7,1,45,0,0,0,0,0,0,1,59,0,1,0,1,0
4,ВАСИЛЕВО,1796,10.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,ВАСИЛЕВО,1797,600.0,311.0,5,0,130,0,0,0,0,0,0,2,162,11,2,0,2,0
4,ВАСИЛЕВО,1798,527.0,218.0,8,0,165,1,0,1,0,1,1,3,40,2,0,0,1,0
4,ВАСИЛЕВО,1799,369.0,134.0,9,0,93,1,1,0,0,0,2,1,35,1,1,0,1,0
4,ВАСИЛЕВО,1800,589.0,349.0,16,1,142,2,0,1,0,2,0,2,188,5,2,0,0,0
4,ВАСИЛЕВО,1800/1,549.0,309.0,18,0,134,0,1,1,0,0,2,1,148,2,1,0,1,0
4,ВАСИЛЕВО,1801,942.0,544.0,19,0,223,3,1,2,0,0,2,14,260,20,5,0,0,0
4,ВАСИЛЕВО,1802,753.0,493.0,15,0,181,0,1,1,0,0,0,3,278,8,5,0,1,0
4,ВАСИЛЕВО,1803,801.0,485.0,17,0,179,1,0,5,0,1,1,4,264,9,2,0,0,0
4,ВАСИЛЕВО,1804,635.0,438.0,14,2,175,0,0,1,0,2,1,1,230,7,5,0,0,0
4,ВАСИЛЕВО,1804/1,562.0,401.0,5,0,242,0,0,1,0,0,0,7,129,16,1,0,0,0
4,ВАСИЛЕВО,1805,749.0,440.0,17,1,236,1,0,0,0,0,1,5,165,11,5,0,1,0
4,ВАСИЛЕВО,1806,787.0,393.0,9,1,222,0,1,1,0,0,2,8,142,5,3,0,0,0
4,ВАСИЛЕВО,1807,579.0,345.0,6,1,145,1,0,2,0,0,1,5,170,7,3,0,0,0
4,ВАСИЛЕВО,1808,440.0,305.0,2,0,95,0,0,3,0,0,0,0,196,9,1,0,0,0
4,ВАСИЛЕВО,1809,736.0,489.0,10,0,238,0,0,0,0,0,2,1,231,3,1,0,3,0
4,ВАСИЛЕВО,1810,475.0,272.0,4,0,166,0,0,1,0,0,1,6,88,1,3,0,3,0
4,ВАСИЛЕВО,ЗРД-1163,11.0,0.0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0
4,ГЕВГЕЛИЈА,0333,618.0,424.0,17,0,198,2,1,1,0,2,2,15,163,24,1,0,0,0
4,ГЕВГЕЛИЈА,0334,513.0,348.0,17,0,149,1,1,0,0,1,1,9,145,25,4,0,0,0
4,ГЕВГЕЛИЈА,0335,500.0,348.0,13,1,130,1,0,0,0,0,3,6,166,27,1,0,0,0
4,ГЕВГЕЛИЈА,0336,704.0,491.0,16,0,207,3,4,1,0,0,1,9,215,33,2,0,0,0
4,ГЕВГЕЛИЈА,0337,763.0,473.0,19,0,215,2,2,0,0,0,3,6,187,39,0,0,0,0
4,ГЕВГЕЛИЈА,0338,906.0,623.0,26,1,280,1,0,2,0,0,1,11,281,29,3,0,1,0
4,ГЕВГЕЛИЈА,0339,337.0,238.0,12,0,86,0,0,0,0,0,1,10,116,16,0,0,1,0
4,ГЕВГЕЛИЈА,0340,764.0,564.0,32,2,222,2,4,0,0,0,5,12,258,33,1,0,1,0
4,ГЕВГЕЛИЈА,0341,412.0,274.0,11,0,107,1,0,0,0,0,5,11,106,26,0,0,7,0
4,ГЕВГЕЛИЈА,0342,604.0,424.0,16,1,153,0,2,0,0,0,5,9,209,24,1,0,7,0
4,ГЕВГЕЛИЈА,0343,631.0,415.0,24,0,197,0,0,1,0,0,2,11,162,19,1,0,1,0
4,ГЕВГЕЛИЈА,0344,398.0,296.0,11,0,134,1,1,0,0,0,3,10,101,30,2,0,4,0
4,ГЕВГЕЛИЈА,0345,573.0,370.0,15,0,159,2,0,0,0,0,2,8,159,22,0,0,3,0
4,ГЕВГЕЛИЈА,0346,579.0,401.0,35,0,175,1,2,1,0,1,1,5,155,21,1,0,2,0
4,ГЕВГЕЛИЈА,0347,1069.0,727.0,38,1,314,3,0,0,0,0,5,15,306,48,5,0,1,0
4,ГЕВГЕЛИЈА,0348,943.0,623.0,24,2,247,1,0,1,0,1,4,11,289,42,4,0,2,0
4,ГЕВГЕЛИЈА,0349,567.0,381.0,30,1,131,1,0,0,0,1,0,10,190,23,0,0,3,0
4,ГЕВГЕЛИЈА,0349/1,532.0,347.0,11,0,158,0,1,0,0,2,3,10,148,14,0,0,0,0
4,ГЕВГЕЛИЈА,0350,533.0,364.0,13,0,169,0,0,0,0,0,2,7,155,15,3,0,1,0
4,ГЕВГЕЛИЈА,0350/1,529.0,391.0,19,1,164,0,1,1,0,0,8,16,157,21,0,0,2,0
4,ГЕВГЕЛИЈА,0351,1035.0,691.0,22,0,296,3,6,1,0,0,1,19,314,29,2,0,2,0
4,ГЕВГЕЛИЈА,0352,404.0,270.0,9,0,125,1,0,0,0,0,3,5,117,10,3,0,1,0
4,ГЕВГЕЛИЈА,0353,256.0,165.0,7,1,79,0,0,0,0,0,1,1,76,0,0,0,1,0
4,ГЕВГЕЛИЈА,0354,106.0,75.0,6,0,29,0,0,0,0,0,0,2,36,0,1,0,1,0
4,ГЕВГЕЛИЈА,0355,765.0,500.0,17,0,229,4,0,1,0,0,3,6,204,35,0,0,1,0
4,ГЕВГЕЛИЈА,0356,405.0,308.0,12,1,173,1,1,2,0,0,1,3,103,11,2,0,0,0
4,ГЕВГЕЛИЈА,0357,792.0,560.0,23,0,268,0,0,2,0,0,3,8,240,25,1,0,1,0
4,ГЕВГЕЛИЈА,0358,743.0,540.0,24,0,271,2,1,0,0,0,7,7,196,33,1,0,1,0
4,ГЕВГЕЛИЈА,0359,140.0,112.0,11,1,56,0,0,1,0,0,0,0,42,1,0,0,0,0
4,ГЕВГЕЛИЈА,0360,11.0,9.0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0
4,ГЕВГЕЛИЈА,0361,577.0,465.0,24,0,191,1,3,2,0,0,0,9,212,20,4,0,0,0
4,ГЕВГЕЛИЈА,0362,747.0,551.0,23,0,232,1,0,1,0,1,0,11,253,27,0,0,0,0
4,ГЕВГЕЛИЈА,0363,94.0,79.0,5,0,44,1,0,0,0,0,0,0,27,2,0,0,0,0
4,ГЕВГЕЛИЈА,0364,259.0,185.0,4,1,90,0,0,1,0,0,0,6,79,4,1,0,1,0
4,ГЕВГЕЛИЈА,0365,129.0,110.0,1,0,45,0,0,0,0,0,0,3,57,4,0,0,0,0
4,ГЕВГЕЛИЈА,0366,8.0,5.0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
4,ГЕВГЕЛИЈА,0367,161.0,106.0,4,0,46,0,1,0,0,0,0,2,52,2,0,0,0,0
4,ГЕВГЕЛИЈА,ЗРД-1279,29.0,0.0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0
4,ДЕМИР КАПИЈА,1238,869.0,600.0,10,0,328,0,2,2,0,1,3,9,234,17,2,0,0,0
4,ДЕМИР КАПИЈА,1239,959.0,692.0,19,1,312,0,2,2,0,0,2,6,322,23,4,0,2,0
4,ДЕМИР КАПИЈА,1240,435.0,339.0,9,1,160,0,1,0,0,0,0,4,158,6,1,0,0,0
4,ДЕМИР КАПИЈА,1241,279.0,144.0,11,0,87,2,0,3,0,0,0,2,58,2,3,0,0,0
4,ДЕМИР КАПИЈА,1242,372.0,268.0,9,2,109,0,0,0,0,17,1,3,123,2,3,0,1,0
4,ДЕМИР КАПИЈА,1243,73.0,46.0,0,0,21,0,0,0,0,1,0,0,24,0,0,0,0,0
4,ДЕМИР КАПИЈА,1244,75.0,48.0,1,1,32,0,0,0,0,0,0,1,11,2,1,0,0,0
4,ДЕМИР КАПИЈА,1245,41.0,36.0,1,0,20,0,0,0,0,0,0,0,14,1,0,0,0,0
4,ДЕМИР КАПИЈА,1246,139.0,85.0,8,0,40,0,0,0,0,0,0,1,34,1,1,0,0,0
4,ДЕМИР КАПИЈА,1247,17.0,8.0,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0
4,ДЕМИР КАПИЈА,1248,10.0,5.0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
4,ДОЈРАН,0378,399.0,278.0,5,2,118,0,3,0,0,0,2,3,142,7,3,0,0,0
4,ДОЈРАН,0379,170.0,136.0,2,0,62,0,0,0,0,0,2,0,73,0,0,0,0,0
